dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,attack_cat
8.00678097830046,25,17,3672,2849,89351.28327767208,31,60,533031.195375819,245550.27838647048,Normal
8.349353598054412,28,17,2931,2561,6592.193771022172,31,252,947458.0908648941,812421.8946829234,Normal
2.5270696692936734,24,35,477,2627,85083.82484425721,62,29,998714.0669962113,213697.16774909332,Normal
9.682766854240064,23,9,1766,362,29096.611178830677,62,29,968316.1518588313,254641.81964439957,Normal
4.662915108963713,37,25,3331,2014,12813.608734160196,62,60,331597.3918416995,210292.79373374808,Normal
2.6416476073788653,45,46,4797,830,29727.941220566754,254,29,32422.62807693009,107314.94317691703,Normal
5.4942347997429035,7,33,3910,2950,97731.23835707612,254,252,981329.0152356119,448018.7517524935,Normal
3.7739605386667225,20,42,4007,1424,36199.004291038014,254,60,29736.432244081538,743054.3195561131,Normal
2.0380797514839606,38,31,4762,463,70171.36015867408,62,29,381374.75688794575,748209.552942021,Normal
9.15470952729947,33,17,2293,429,25348.635168589586,254,29,203233.7795552644,334059.4101100222,Normal
9.391835051430231,13,0,4279,3611,23120.9739030078,254,60,773205.2570609244,957331.1398140397,Exploits
8.375098432159971,14,9,2900,2877,3088.167537691417,254,252,606971.0634787823,246223.09805814168,Normal
4.32846056257588,9,21,2280,3638,84665.76272804855,31,29,932455.3374244998,127962.09837741546,Normal
7.161413406270747,46,18,1184,4371,51461.149138302775,254,60,362040.5638502578,340192.59664715687,Exploits
8.513588562727184,36,2,4466,273,16268.146500560308,254,252,34894.82617658053,443097.51158547396,Normal
0.7913878064280316,27,24,4213,4514,44108.094482028355,62,60,622694.79533692,777896.3645265211,Normal
4.100175402884403,4,43,3098,750,61200.890746971105,31,60,607450.2936414396,432289.48229358497,Normal
6.416059437633864,5,9,1498,4344,93189.52490066156,254,252,529812.4022973025,269013.58473391365,Normal
9.764536770846385,22,1,189,2119,90726.05895452916,31,60,721545.47892447,628920.8101176983,Generic
7.053178304109325,32,28,1978,73,25278.409061399576,31,29,491139.889958972,688305.73026947,Normal
6.366564407011875,31,4,1494,1418,22883.95865945839,62,252,370109.89645692427,448611.66777585325,Normal
2.054661721955584,5,29,4470,3401,84878.66356957928,62,60,439966.8389372339,509019.1145600692,Normal
2.93135806422597,43,32,2340,574,40079.70528084003,62,29,897725.0625734673,591491.7813616141,Normal
1.600940730241,34,43,1023,1145,37097.97112679082,62,252,805311.2538937643,862562.1253657045,Normal
3.0400281046323787,27,12,4742,3805,69700.57452127397,31,29,101529.95242400454,782860.4814674027,Normal
7.185345291398488,15,12,4423,4472,50628.340053151696,254,60,183879.05536485746,175743.71246511355,Normal
9.57984200939192,46,49,2069,2948,25425.959933329545,254,60,222632.77122139357,742072.0631195976,Generic
0.1588064213113258,22,40,4304,776,25434.999256515748,62,29,396849.8019585879,838267.1276557444,DoS
3.1266319830382097,36,49,1208,2241,70875.83720100025,31,29,819560.9304572811,569285.6836745823,Generic
0.490077957073413,26,42,3894,4708,22306.526569774822,31,60,717665.1788150207,512309.35859175987,Normal
8.747834153640857,42,12,2428,2612,18086.90413967008,62,60,382968.03801333066,930191.0621564686,Normal
6.93788523692852,9,39,827,1156,73703.3848267267,62,29,482466.2711592109,527754.87574076,Normal
8.265758681187519,29,17,1242,2256,5780.813051665776,62,60,566612.3605081508,149678.85697408256,Normal
9.183563138936316,29,4,2058,1621,86968.09751256078,254,60,789173.3987427127,488790.0216465011,Normal
1.532031429523175,24,16,2365,446,83097.08968516899,31,29,325173.06471688254,835116.3228262102,Normal
4.700816178928225,14,35,1853,3088,77518.69738261793,62,29,384477.8467758532,403419.0762565849,Normal
5.463140085069839,32,23,4128,913,61233.093461580844,31,252,406231.62311954994,471216.223773754,Normal
5.163012830158523,44,36,1803,543,73695.18346482843,31,60,685368.2928089435,864143.0152610679,DoS
7.204455159813261,38,12,1892,2037,57430.664948951686,62,60,176235.8868121359,595584.5020416445,Normal
8.225428964919189,46,26,2365,2358,8531.369864552269,254,29,237641.63536039146,17312.708073625727,Normal
2.3534301277392977,6,14,648,3990,42058.65778509952,254,29,798812.1489331236,772132.61816125,Normal
1.0562945504847705,49,24,2273,827,89055.18502505224,254,60,859947.7599915283,831752.0059727012,Exploits
6.13918653824906,8,1,168,4502,3495.0741326176308,62,29,916818.960926638,431263.3666504818,Normal
2.4373193839976355,30,45,2393,3009,26486.255654168195,254,252,546311.3047236179,84352.02177822076,Normal
8.26963766824501,44,0,339,1741,46996.12997453039,62,60,318787.2107515797,201282.4012706459,Normal
4.6558266214407436,40,34,1561,2989,83921.00014936985,254,60,866308.8364618836,299954.4781366674,Exploits
6.910607756605617,9,33,2625,76,53392.41573119144,62,252,243282.13533495704,115052.80107200633,Normal
3.548675339913801,28,1,4157,2284,11578.875916795294,254,60,394012.51685171033,94875.71300471376,Normal
1.0355598391613605,14,24,272,3429,49355.36948842583,62,29,529191.9748733387,912501.1145770417,Exploits
2.989495106553833,30,45,4317,1105,17606.726525854745,254,29,761668.5150622722,657636.3639740264,Exploits
1.6329255558155797,33,42,4892,518,73945.9961367115,31,252,724846.8506579709,779678.3317482432,Normal
2.3290086220228625,13,36,1020,4075,22050.826592298512,31,60,658467.4601705738,443403.7452684252,Normal
5.4446297098323,21,38,1635,1732,7610.287177325369,62,252,858431.3111905776,884426.8069545414,Normal
3.54975725618406,4,13,3982,4151,96691.93868589435,62,252,550972.3368804894,510834.9468619663,Normal
7.4467278727058765,5,9,1876,4255,51395.03376283705,31,252,159396.69735864588,435269.55529828236,Generic
6.481940045150245,6,22,1748,655,62585.194428978364,254,29,297125.98211145616,703421.6238189603,DoS
7.700606267804263,42,9,3799,712,48916.94388210901,62,60,521964.6576624027,919693.7893482492,DoS
7.903527232363624,42,14,2370,2138,25051.395046662026,62,60,382966.1191031806,104283.96496247283,Normal
5.26633680407094,45,2,3960,4226,1894.0398676430093,62,29,94755.16811310562,844043.6602482849,Normal
2.5636700088526214,12,48,4182,1036,2930.115294035083,254,252,194469.72998607604,441531.48979478265,Normal
9.953653441205356,5,0,3277,4125,62625.165966865,62,29,556122.2052075812,578520.2120697153,Normal
1.0671270754484443,31,22,3034,874,35698.25706966175,31,60,320497.22125111916,27863.353280471736,Exploits
4.149997900329959,8,38,3979,3623,93500.86669830245,254,60,608233.586301398,516947.7570738629,Normal
1.54704671135816,32,8,2111,4755,62231.67177521854,31,252,386540.75270170375,723512.966303283,Normal
5.071288085259976,8,36,236,1749,28062.66021544882,254,252,880053.9638779891,603077.2649713627,Normal
8.068959261776483,34,23,794,2283,14945.331045154866,31,29,537531.4609164571,123153.03484295348,Normal
4.748150865133734,25,23,4205,1838,53440.72021209933,254,29,744607.939847131,183926.4184150565,Normal
4.341983860401494,12,3,3809,4875,26691.44876720388,62,29,714146.6945051647,295423.7938936299,Normal
3.317703133722677,3,42,1550,1836,22839.52568025472,62,60,102414.53249714461,490758.8521671324,Normal
0.7684070907706703,2,30,4072,3892,22201.040718944852,62,252,198815.60589879332,199747.29335037456,Normal
7.242530124058144,13,31,2951,2829,84198.72271796151,31,252,557512.293662215,635855.6097214742,Exploits
7.513785760810484,16,3,368,4704,38869.950458239044,31,252,288621.4180799097,319751.12810376805,Normal
6.150779062696199,14,29,3122,1065,49941.20845743958,62,29,755772.6472749003,533631.7263442848,Normal
9.021891929587202,40,10,2269,3968,92948.03491799845,31,252,964627.0382284517,853303.6285627,Normal
1.3322274682950237,2,15,3785,4814,32911.6800039617,31,29,558270.1845580812,971070.4439588364,DoS
2.007391919934694,18,12,3696,3391,97170.03179504677,254,252,38590.059366033856,736344.5558133674,Normal
8.482478622642944,12,17,3240,984,39064.286366616434,31,60,241547.6898564053,98001.47220056498,Normal
6.611508814454391,3,19,2692,1529,89910.01162983097,31,60,351151.6633412116,525020.9328089231,DoS
5.164848890228498,43,41,1258,3412,54453.86771407908,254,252,845598.7037630139,342071.3897919945,Generic
7.72603262272927,12,6,4110,952,61116.09430593497,31,252,974464.9449423922,360208.2209343228,Normal
7.764454490099198,43,13,2728,658,50569.87972917706,62,29,183896.16907064352,22408.92967754726,Normal
5.549085094106176,1,19,645,2069,60800.23931198638,31,252,994435.4900245729,896145.7662609775,Exploits
6.895626502475922,19,10,1089,789,68664.049042654,254,29,14561.025489769254,834281.2382120349,Normal
2.492124284263155,45,1,1075,1617,18673.437914667917,31,29,498100.9472774697,865494.0023958951,Normal
7.033945162904524,15,26,2955,3695,70867.87001724423,254,60,239670.58636881458,563253.6312105505,DoS
3.9952046182155416,29,24,3331,2740,83098.3759888007,62,29,978375.7858405467,69025.6655344914,Normal
6.179471084795295,14,43,4410,4991,3733.9038428205017,254,29,939647.1201867308,511269.52413238736,Generic
6.008260433631246,42,6,3106,773,30516.484931136274,31,252,235398.6056493882,517376.5922949327,DoS
6.107822737280682,18,40,2815,4941,19218.73019074958,254,60,859745.7152521246,376847.56777412386,Normal
7.031230181286931,19,49,2312,49,44282.54565212156,254,29,946707.938796429,756443.4181007016,Normal
0.7698121462569356,9,32,120,3622,54619.90155648996,254,252,381559.86292196036,646487.5076615742,Generic
2.1193669269813533,42,44,4781,539,2116.504870623333,254,60,378313.93044936715,385983.7272356516,Normal
2.9852133007626613,17,39,3600,796,92528.111435356,31,60,791573.9045477749,284293.4014976111,Exploits
9.660739298431563,33,6,1482,2532,81284.89601796654,31,252,639686.8364781083,564785.5768340526,Exploits
6.576498825263351,24,27,4283,3138,67240.40858499146,31,60,506907.72827496775,66341.58290808523,Normal
1.7416361473255657,14,22,2688,3222,17011.288746361864,254,60,367818.6813053314,474802.01779465395,Generic
6.81790379266734,35,3,4782,155,30532.79172395218,254,29,581558.7668852784,769744.3907868689,Normal
8.410787951274548,46,37,2833,3453,3594.864291267517,254,29,865058.4426209436,109305.57100892557,Normal
9.000673294644695,42,26,1076,1552,17363.169840926923,31,252,26217.572229287125,212644.77668155901,Normal
2.080490847263411,10,16,2354,358,62221.17058375806,254,29,203353.82369426117,543394.1326216041,Exploits
9.475598484079113,13,36,1510,3270,63169.69465437645,62,252,404146.7441183489,635161.6922652585,Normal
2.3183807602229756,34,26,3043,715,31154.786989540007,254,252,290959.5393188366,763801.4370065874,Normal
1.5385931612874733,5,21,3053,3299,95380.83276497886,254,60,17319.810909250067,584248.3930928326,Normal
6.308031466673056,2,33,1848,4676,19710.201393501167,31,29,581934.0374734479,803885.048996934,Generic
0.3666573572043242,4,46,4546,1861,86435.70831213242,254,60,820041.4849528247,391871.73063741985,DoS
7.959063117674498,29,6,4836,3303,35473.40044046217,254,252,843567.5608634343,756105.3886965637,Normal
1.4288971986635077,42,1,4996,3754,83792.03545153554,62,60,178944.78937767094,527946.0398947458,Normal
0.865823728685841,30,40,4118,1353,56124.23191007027,31,29,635204.561925187,53650.40221174144,Normal
8.189965889533655,37,23,4069,4873,80764.16062960369,254,29,56528.18492716382,101953.72336625386,DoS
9.632735176596583,46,24,2087,264,66082.28006402469,31,252,214546.25685189935,778515.8165492517,Normal
7.610438950462489,46,20,1660,4360,3797.2873325051496,62,29,839966.4491117214,701448.8023885373,Normal
8.194748298215188,45,22,356,1304,18341.534674552357,31,60,516356.80804317136,261584.55093119625,Normal
9.368923445761673,39,6,4543,4008,455.6830726257424,254,252,172956.22792776872,568688.8818690395,Normal
4.138993434855217,8,45,4681,530,16417.650860408707,254,252,85170.83041624291,512659.8346929574,Normal
3.1896589313055954,7,28,4354,4566,19582.663347803482,31,252,62081.982013832276,843296.4896547303,Normal
7.073121756722101,46,47,846,4532,23122.64643276279,62,29,778387.6622864659,604769.2866432396,Normal
6.278976499249463,11,4,3572,3417,75960.30789531462,31,60,530399.9400045662,438393.494484326,Exploits
6.850520480664816,18,8,1454,2827,85744.21650232712,31,29,99524.16495882405,25243.69471850507,DoS
7.131584765468203,30,32,663,559,84383.39134600974,254,29,287763.8567083293,654305.1229049356,Generic
7.1503413429438964,47,43,2039,336,93139.10481562049,254,60,460862.3800558404,341100.0026029094,Normal
2.220824226852337,31,29,2662,3853,8655.335208686354,62,252,654891.6751721441,63516.99727995297,Normal
0.8329564420351826,11,6,4093,500,45854.330591677215,62,252,294111.8956728963,581641.8281093418,Normal
5.004501265431066,40,43,2576,2117,62484.9511203052,31,60,966308.061904356,317820.79044548795,Exploits
9.401085922584862,17,35,2539,4096,51366.5698186633,62,60,417042.5773212446,667869.4539884845,Normal
7.344968118497143,16,1,2616,4312,96914.88858341522,62,29,836722.8821806456,104219.4053195692,Normal
1.6455792266055806,39,1,2897,3991,10992.250868251216,31,60,56186.280664279366,228407.74218585104,Normal
0.6660012473263757,19,49,1263,2876,23179.688611783855,254,252,913425.0494728788,58640.20304666062,Normal
5.831013410319628,31,16,610,2854,27572.53069489346,31,29,974186.068623495,865753.7284953335,DoS
5.833311006712187,13,1,3720,1438,26580.84335378463,31,29,224644.9897259448,335546.7865235839,Normal
6.743972398109781,13,36,1364,1395,69823.44455666933,31,29,753007.2986935936,680769.7495806991,Normal
2.424223390391798,13,11,3248,3588,36111.06253410533,31,252,238341.90280649622,951806.9641891601,Generic
4.491781868281496,37,6,1513,3711,48492.04687913057,62,29,206085.31909617555,411305.95341619727,DoS
6.990627225982463,15,3,4010,3031,78833.80337415688,31,60,873487.7923442449,824162.9754013254,Normal
1.5868746670799239,8,36,492,4328,98442.65953510838,254,252,703410.3678765566,251261.15329036125,Normal
1.8736726744746515,24,23,2902,4811,30762.646788620543,62,29,534766.4915343695,690890.3086203212,DoS
4.388821381360377,13,11,4421,2498,18888.15548215944,254,29,565880.386810236,623366.7466462442,Normal
2.505661304693704,18,16,655,954,58727.61761438695,62,29,773959.6304423958,85946.15634716862,Generic
9.195048707209326,20,18,3395,2223,67103.22047146727,31,29,320360.8768217131,648156.8649995107,Normal
1.8998150994358547,4,32,555,4564,83915.27724849213,254,29,82643.45118787003,830155.3161721409,Normal
3.9976983602627056,25,36,3548,2364,40284.314345049184,62,252,963742.2961859895,568294.6640968184,Generic
8.174884719116298,13,42,1225,2250,21381.405889719896,62,60,333921.5348349712,187016.7814671666,Normal
0.3850041974079885,27,22,1049,976,34411.55033985184,254,60,692784.4438147227,827724.2662534134,Generic
6.681497943679808,12,13,2082,2065,1648.978596111476,254,252,652267.3850303805,282102.8733307546,DoS
0.1414112652988584,20,36,747,212,26038.119931057878,31,60,282708.7800322667,82844.60338618039,Generic
9.28173808869919,27,15,3336,582,36627.34766367904,31,252,850087.5719441525,901699.0283560471,Normal
1.1428657315672424,13,38,3845,2303,87804.41477181685,254,252,425732.04900954413,542160.2803881094,DoS
1.5195905684728486,39,44,3483,3043,2993.469644691733,31,29,486103.582527278,798642.2523162875,Normal
6.086641624064461,46,45,727,3110,70512.6343298926,254,60,723547.1942488214,394105.99598281225,Normal
8.472715528262817,37,42,3826,3423,66695.21576069362,254,29,390772.60734344635,61289.91584101673,DoS
4.364284879206879,8,39,3538,4207,46720.00489694201,254,29,575656.1625590381,178073.69763366922,Normal
4.654395814247096,29,10,2725,4654,14534.516451009853,62,60,588183.8238596126,735497.0412110244,Normal
8.363339415414925,39,38,1736,1844,11130.69501378267,62,252,507786.15561836393,514810.7186592197,Normal
5.096951910469322,41,15,1300,2169,91793.70277717644,254,29,959723.905460878,985307.6402879586,DoS
4.607213242148503,11,47,2236,3087,86498.02497691927,31,252,858192.7748325977,730622.257791637,Normal
2.937073175939951,7,39,2377,3195,43488.96636296421,62,60,342212.1298153196,385133.2778267863,Normal
3.6248542494777922,49,27,3095,1718,48474.49441974306,62,252,941310.8492991588,805314.2565416613,DoS
3.279635675587042,10,18,1998,1936,13294.03816544421,62,252,25624.507640265303,579218.8522569864,Exploits
5.688857036564458,34,13,2212,399,50928.32385117257,254,60,952972.781598615,818408.8866092693,Normal
7.819917942984828,35,19,4483,2452,96797.17206179535,31,60,363960.34918633214,392006.8364824281,Exploits
7.219919524737635,36,13,2895,2052,99864.59289818736,62,60,38864.71936485862,124895.87049369243,Exploits
6.7868500252781185,9,9,2290,1446,42286.48694262388,62,252,439302.9920892111,486965.73532819666,Exploits
9.28526794177178,42,43,3657,829,62109.87021290466,31,29,39397.19209346129,141001.5483161946,Normal
8.671245304035176,38,49,4862,3664,8668.251871080953,254,252,90365.71434338755,959739.5442224785,Normal
9.24787157582041,45,45,1595,1327,67997.26348067941,254,29,617673.19840076,300534.7214777919,Normal
0.4214473996891205,12,0,1310,2097,58608.674969040534,62,60,292179.23123713135,8147.875545137295,Exploits
3.9387932955059735,20,45,2236,1819,20671.13107656245,62,60,173742.66854167287,178888.86973424323,Normal
5.835246627776388,27,10,1055,1022,65121.37812635005,254,29,901662.9165480479,970970.4871477066,Normal
4.6191836207187,8,39,2247,4802,32855.25738143428,62,252,744797.0769829069,41080.3884243166,Normal
6.793833966959171,22,13,4036,3541,20784.058107474513,62,29,693790.5154023091,826941.5246723724,Normal
9.874170407574384,44,8,3961,4410,62339.309750093926,62,60,248178.8863914064,638730.6241885955,Normal
1.5362926518040418,11,34,2797,4208,55532.94080717776,31,252,622703.048700407,448949.05731238,Normal
3.3326224070911303,40,48,900,581,74357.33118745507,31,29,45822.31090910191,4279.098292196082,Exploits
9.531299169827358,32,0,1817,1184,45684.270419333625,31,29,639449.0005086131,897308.091994898,DoS
4.2690059945262115,29,9,966,3606,83936.73602385484,62,29,106868.09482695241,575407.9637385313,Exploits
4.171373757066051,20,43,2742,3217,44946.634389263956,31,60,888974.9728912298,239309.51616177754,Exploits
8.712235223117988,36,31,737,2063,91941.19541455997,62,29,649728.5697257007,636401.8617561344,Normal
0.4182033997608738,6,19,4314,4490,63547.62641305406,62,29,654008.678589827,733017.4027493671,Generic
1.1960829616387767,23,25,1982,3136,57749.351901972,62,252,176747.33503581837,160317.33761077738,Normal
1.2677875084682084,11,2,468,4376,6052.204275744827,62,29,699760.7147883739,698044.8952829196,Normal
9.895100503705256,43,25,1803,3776,16421.809157548432,31,60,823376.3921432558,329221.61937687476,Normal
0.8947786342443144,13,22,4523,213,66650.58156146122,254,29,483509.97444160184,171765.6728776823,Normal
4.025325972322577,11,9,4345,2012,37625.878718308806,62,252,925076.8694158581,985428.8766352672,Generic
8.911418688375363,4,7,4581,3700,62451.10848086252,31,252,30015.033637695655,950141.4894553572,Generic
3.842989969187759,5,42,2016,2675,50685.99252442906,62,60,977510.6342326937,416872.2268175534,Normal
0.23901100840078154,39,20,1218,1301,12698.700191768909,62,252,335797.46809429827,932712.8259306228,Generic
4.194559733826479,49,41,3743,2598,67434.48986764638,31,252,996872.7126271871,637429.7884073467,Normal
0.8389005036023529,45,29,938,2142,13574.75864137892,254,60,666138.4936125814,965397.8666068154,Normal
5.910865755195228,38,28,566,1434,44107.193877108104,62,29,21363.919064254693,496987.5107651878,Normal
4.6765629095761785,22,11,4167,3258,5990.069343732914,254,60,772056.3928339405,258001.3748257085,Normal
3.5643744637429537,5,38,976,1608,58579.19776052594,62,29,140354.77567378522,574929.7540890357,Normal
8.492246531060461,19,44,4856,3440,92527.71018881022,62,252,589018.9537304244,96520.40778890414,Normal
9.103635304031608,4,19,3650,482,48648.88303286333,31,60,592120.1924590565,506892.5773867753,DoS
4.954092897500146,5,3,1454,547,73599.34377829042,62,252,475744.9915538231,275150.1388027664,Normal
4.476002854156751,36,28,1269,994,58035.40682073707,31,29,904041.5754159773,58176.20812462332,Normal
9.17513771260568,49,15,4055,73,53776.41496404006,62,29,655943.741959773,677253.9668728526,DoS
8.785263923888218,2,7,2217,4434,9888.460112746243,62,29,928153.0185055531,159652.31995797736,Normal
8.466888621566548,31,29,2810,3850,95993.6025539401,254,29,225861.625868054,338283.99037619814,Normal
6.445051219906542,29,25,3163,2312,13736.786260998964,254,29,518747.9443854786,913224.1365072875,DoS
5.3187793148728755,5,33,1210,3598,64017.691850998024,62,60,573630.2383179741,811244.5444106729,Normal
9.648672156110191,8,37,2106,4494,94847.12169257131,31,29,908911.4672101492,113232.6791593431,Normal
2.922975927829861,39,43,905,3129,82652.18763505081,62,252,348127.1755796034,444335.75477981614,Normal
3.0612713037072963,47,48,2999,3765,56670.679511440154,31,29,897964.2418578052,947725.8834932562,Generic
1.0152104654445866,35,10,2271,1567,65799.24578393743,62,29,557665.2020781154,344962.3986523062,Normal
4.032976818593177,35,34,3903,4598,95307.98147632401,31,252,204976.45662094082,813332.6939845944,Normal
5.184292125529095,31,45,4835,4782,75595.53216360816,254,60,962053.5731554771,404827.18070932466,Normal
1.040192582227793,47,8,1292,2948,26307.662149857904,254,60,486393.25018114905,353261.16603174806,Normal
3.3460563065685416,34,33,2485,4516,83053.80446739981,62,29,187432.84751604852,282427.96302529715,Normal
4.224893324302254,39,17,4097,34,20224.966252946542,31,60,391701.11534792534,634441.4146742413,Normal
9.893845560364149,23,40,4736,4118,45162.99085155744,31,252,421043.57748895505,628985.700995624,Normal
9.770977322573419,16,39,268,3870,76610.78408230004,254,60,267863.89091790275,736626.3062347184,Normal
1.1576963560432911,49,12,676,4535,67087.89505625916,31,252,372386.04973632557,259454.03110635246,Normal
4.116990757511256,42,43,3246,3471,50977.80032972715,31,60,657129.0736591641,947442.305408458,Normal
7.856923235821832,1,43,2494,1179,1801.232731079597,31,60,925056.7187285008,998619.3368912097,Generic
6.143006817581218,45,19,4491,134,90482.65444823337,31,29,275320.87403302727,260408.76825419,Normal
7.055248631149686,11,38,2489,3666,97383.24270746972,62,60,744515.0725412846,889483.7295222821,Generic
8.578508440840926,18,14,1300,1702,65616.00657494027,62,60,993557.8342512768,710705.095214192,Normal
3.5619593953688136,15,21,3375,4050,32242.839672252427,254,60,550890.4291518155,425759.9740062349,Normal
7.00343758555225,21,47,4573,2551,64711.41363141054,31,252,939887.5590543867,252060.4188821387,Normal
6.397710707688898,30,46,3754,2856,88717.29013340284,254,60,807212.2216568155,403448.6489304239,DoS
0.6583080269458821,42,35,1652,3722,12827.279784748316,31,252,742265.0935663176,955518.1849946129,Normal
6.647813669698585,42,24,608,1814,67543.84678996357,254,252,762917.3703971639,290377.3039817069,Normal
0.510832976856108,35,34,480,760,68040.26642150803,62,29,492011.7927334637,979264.6588337686,Generic
2.2981465002090444,14,0,3763,4929,25655.03654436713,254,252,650862.1434359729,379100.7861966756,Normal
1.1041728890326128,8,22,2673,955,50264.09908471691,62,29,343274.0894118772,508721.55478848703,Normal
2.318675594375665,30,27,2596,3189,41346.756663189364,254,60,405296.63494698884,153015.835999754,Exploits
9.50782250550294,42,32,102,2576,62067.65103468124,31,29,386462.5447786948,881314.0669432046,Normal
8.607058311686746,45,0,1709,1649,36553.329487580246,31,60,529360.3614914181,643546.4147154294,Normal
2.929069137527007,11,46,4278,775,5800.006989714258,31,29,663914.8789067697,868821.3130514821,Normal
9.534826919341452,16,45,3275,1460,76494.54290997861,31,29,330361.8291377733,568569.9466165886,Normal
1.2143202567312226,40,8,4067,791,76224.23043591829,254,60,131556.63651569444,725432.3877899349,Exploits
1.806202036984252,47,28,4728,1953,65357.37063357521,31,252,653659.3419439351,515190.24129130243,DoS
4.546733477921322,32,9,4334,3377,60470.00236395147,254,252,7256.258909043537,18755.699804469896,DoS
0.5486083011246845,1,41,4225,2461,39714.04615059355,254,29,426380.71906171984,141833.07094432396,Normal
4.109752284226027,13,38,357,4805,21533.349101616663,62,60,90771.33427378804,133959.833390928,Normal
